Percentile,MeanFractionalPathLength,TaxonomyLevel,TaxonomyValue
0.6900000000000001,0.4480662635424539,Umbrella,Applied Sciences
0.7000000000000001,0.44611363063744003,Umbrella,Applied Sciences
0.71,0.4454837490551775,Umbrella,Applied Sciences
0.72,0.45108969513731406,Umbrella,Applied Sciences
0.73,0.44857016880826384,Umbrella,Applied Sciences
0.74,0.45095899470899453,Umbrella,Applied Sciences
0.75,0.46316137566137555,Umbrella,Applied Sciences
0.76,0.46327790375409406,Umbrella,Applied Sciences
0.77,0.46765558075081876,Umbrella,Applied Sciences
0.78,0.4692617787855883,Umbrella,Applied Sciences
0.79,0.47562830687830676,Umbrella,Applied Sciences
0.8,0.4874999999999999,Umbrella,Applied Sciences
0.81,0.4928989139515455,Umbrella,Applied Sciences
0.8200000000000001,0.500429894179894,Umbrella,Applied Sciences
0.8300000000000001,0.505324074074074,Umbrella,Applied Sciences
0.84,0.5043320105820105,Umbrella,Applied Sciences
0.85,0.4992724867724867,Umbrella,Applied Sciences
0.86,0.5036549707602338,Umbrella,Applied Sciences
0.87,0.5110345307713727,Umbrella,Applied Sciences
0.88,0.5177836566725454,Umbrella,Applied Sciences
0.89,0.5298721340388006,Umbrella,Applied Sciences
0.9,0.5276221599751011,Umbrella,Applied Sciences
0.91,0.526882975412387,Umbrella,Applied Sciences
0.92,0.5169064153439152,Umbrella,Applied Sciences
0.93,0.5171957671957671,Umbrella,Applied Sciences
0.9400000000000001,0.5220616024187452,Umbrella,Applied Sciences
0.9500000000000001,0.527006172839506,Umbrella,Applied Sciences
0.96,0.5291666666666665,Umbrella,Applied Sciences
0.97,0.5268683862433862,Umbrella,Applied Sciences
0.98,0.5239040060468632,Umbrella,Applied Sciences
0.99,0.5026455026455025,Umbrella,Applied Sciences
1.0,0.48495370370370355,Umbrella,Applied Sciences
0.0,0.4427766032417196,Umbrella,Education
0.01,0.44341085271317826,Umbrella,Education
0.02,0.4454780361757105,Umbrella,Education
0.03,0.44599483204134366,Umbrella,Education
0.04,0.4475581395348837,Umbrella,Education
0.05,0.4491694352159468,Umbrella,Education
0.06,0.4522332964193429,Umbrella,Education
0.07,0.45308231819859723,Umbrella,Education
0.08,0.45334071613141386,Umbrella,Education
0.09,0.4502399409376154,Umbrella,Education
0.1,0.4538407329105004,Umbrella,Education
0.11,0.4515856236786469,Umbrella,Education
0.12,0.4511980267794221,Umbrella,Education
0.13,0.45112587670727206,Umbrella,Education
0.14,0.45286083425618306,Umbrella,Education
0.15,0.452454780361757,Umbrella,Education
0.16,0.4512366186784792,Umbrella,Education
0.17,0.4553911205073996,Umbrella,Education
0.18,0.4591261451726569,Umbrella,Education
0.19,0.46391825229034533,Umbrella,Education
0.2,0.467109634551495,Umbrella,Education
0.21,0.47918050941306756,Umbrella,Education
0.22,0.4822443706164636,Umbrella,Education
0.23,0.48914728682170544,Umbrella,Education
0.24,0.4877730796335447,Umbrella,Education
0.25,0.49520789288231143,Umbrella,Education
0.26,0.499154334038055,Umbrella,Education
0.27,0.504282022886674,Umbrella,Education
0.28,0.5140273163528977,Umbrella,Education
0.29,0.5119970468807677,Umbrella,Education
0.3,0.5077150239940937,Umbrella,Education
0.31,0.5003875968992247,Umbrella,Education
0.32,0.5007047216349542,Umbrella,Education
0.33,0.5003171247357294,Umbrella,Education
0.34,0.5036913990402363,Umbrella,Education
0.35000000000000003,0.502547065337763,Umbrella,Education
0.36,0.5004798818752307,Umbrella,Education
0.37,0.49815430047988196,Umbrella,Education
0.38,0.49157857646229736,Umbrella,Education
0.39,0.4894291754756871,Umbrella,Education
0.4,0.495877378435518,Umbrella,Education
0.41000000000000003,0.508342561830934,Umbrella,Education
0.42,0.5094130675526024,Umbrella,Education
0.43,0.5085271317829457,Umbrella,Education
0.44,0.508859357696567,Umbrella,Education
0.45,0.5060169804355851,Umbrella,Education
0.46,0.5076814658210006,Umbrella,Education
0.47000000000000003,0.5119450317124735,Umbrella,Education
0.48,0.5166482096714655,Umbrella,Education
0.49,0.5276854928017719,Umbrella,Education
0.5,0.5375415282392026,Umbrella,Education
0.51,0.5280915466961978,Umbrella,Education
0.52,0.5351790328534514,Umbrella,Education
0.53,0.5334038054968288,Umbrella,Education
0.54,0.5352713178294572,Umbrella,Education
0.55,0.5404946474713916,Umbrella,Education
0.56,0.5406053894425987,Umbrella,Education
0.5700000000000001,0.5412329272794388,Umbrella,Education
0.58,0.5392395717977114,Umbrella,Education
0.59,0.5441860465116279,Umbrella,Education
0.6,0.5398167723749119,Umbrella,Education
0.61,0.5475821336286452,Umbrella,Education
0.62,0.5427464008859357,Umbrella,Education
0.63,0.5564728682170542,Umbrella,Education
0.64,0.5611627906976744,Umbrella,Education
0.65,0.568953488372093,Umbrella,Education
0.66,0.571705426356589,Umbrella,Education
0.67,0.5702842377260983,Umbrella,Education
0.68,0.5741971207087486,Umbrella,Education
0.6900000000000001,0.5649317091177556,Umbrella,Education
0.7000000000000001,0.5702713178294574,Umbrella,Education
0.71,0.5632705795496493,Umbrella,Education
0.72,0.5792174234034699,Umbrella,Education
0.73,0.5768180140273164,Umbrella,Education
0.74,0.5805144467935166,Umbrella,Education
0.75,0.5783650458069063,Umbrella,Education
0.76,0.5856773717238832,Umbrella,Education
0.77,0.5958792329661362,Umbrella,Education
0.78,0.6015503875968992,Umbrella,Education
0.79,0.605548755609955,Umbrella,Education
0.8,0.5999184006527948,Umbrella,Education
0.81,0.6124418604651163,Umbrella,Education
0.8200000000000001,0.6065503875968993,Umbrella,Education
0.8300000000000001,0.6079242032730404,Umbrella,Education
0.84,0.6032831737346102,Umbrella,Education
0.85,0.6193798449612402,Umbrella,Education
0.86,0.6159345391903532,Umbrella,Education
0.87,0.6154222766217871,Umbrella,Education
0.88,0.6160852713178294,Umbrella,Education
0.89,0.618563851489188,Umbrella,Education
0.9,0.6300602928509904,Umbrella,Education
0.91,0.6359980620155039,Umbrella,Education
0.92,0.6285852713178295,Umbrella,Education
0.93,0.6307797537619699,Umbrella,Education
0.9400000000000001,0.6413953488372093,Umbrella,Education
0.9500000000000001,0.6437984496124031,Umbrella,Education
0.96,0.6516795865633075,Umbrella,Education
0.97,0.6573643410852713,Umbrella,Education
0.98,0.6733111849390919,Umbrella,Education
0.99,0.6870801033591731,Umbrella,Education
1.0,0.673953488372093,Umbrella,Education
0.0,0.4149130190796857,Umbrella,Engineering
0.01,0.4132834757834758,Umbrella,Engineering
0.02,0.4105902777777778,Umbrella,Engineering
0.03,0.4105366941015089,Umbrella,Engineering
0.04,0.4149305555555556,Umbrella,Engineering
0.05,0.4105673133450911,Umbrella,Engineering
0.06,0.4121840094062316,Umbrella,Engineering
0.07,0.41560111699000585,Umbrella,Engineering
0.08,0.4131760728982951,Umbrella,Engineering
0.09,0.4117915263748597,Umbrella,Engineering
0.1,0.41084455667789005,Umbrella,Engineering
0.11,0.41280864197530864,Umbrella,Engineering
0.12,0.4191651969429747,Umbrella,Engineering
0.13,0.4210390946502057,Umbrella,Engineering
0.14,0.41986331569664903,Umbrella,Engineering
0.15,0.42754262198706644,Umbrella,Engineering
0.16,0.4337471941638608,Umbrella,Engineering
0.17,0.43080106621773284,Umbrella,Engineering
0.18,0.4339576318742986,Umbrella,Engineering
0.19,0.434891240446796,Umbrella,Engineering
0.2,0.43805114638447973,Umbrella,Engineering
0.21,0.44539976484420934,Umbrella,Engineering
0.22,0.44556677890011226,Umbrella,Engineering
0.23,0.44679433221099896,Umbrella,Engineering
0.24,0.4487233445566779,Umbrella,Engineering
0.25,0.44896384479717816,Umbrella,Engineering
0.26,0.4453630217519106,Umbrella,Engineering
0.27,0.4552101704879483,Umbrella,Engineering
0.28,0.4570840681951793,Umbrella,Engineering
0.29,0.46047278338945,Umbrella,Engineering
0.3,0.46229657687991027,Umbrella,Engineering
0.31,0.4633487654320988,Umbrella,Engineering
0.32,0.4632569077013521,Umbrella,Engineering
0.33,0.4685479129923574,Umbrella,Engineering
0.34,0.4721119929453263,Umbrella,Engineering
0.35000000000000003,0.4772560258671369,Umbrella,Engineering
0.36,0.4807800224466891,Umbrella,Engineering
0.37,0.47923681257014583,Umbrella,Engineering
0.38,0.48039421997755327,Umbrella,Engineering
0.39,0.483722810111699,Umbrella,Engineering
0.4,0.48578042328042326,Umbrella,Engineering
0.41000000000000003,0.4846046443268666,Umbrella,Engineering
0.42,0.4851992143658811,Umbrella,Engineering
0.43,0.4833754208754209,Umbrella,Engineering
0.44,0.4797278338945005,Umbrella,Engineering
0.45,0.47619047619047616,Umbrella,Engineering
0.46,0.4754556143445033,Umbrella,Engineering
0.47000000000000003,0.47582304526748964,Umbrella,Engineering
0.48,0.4758965314520871,Umbrella,Engineering
0.49,0.48042929292929293,Umbrella,Engineering
0.5,0.478395061728395,Umbrella,Engineering
0.51,0.4762205387205387,Umbrella,Engineering
0.52,0.47997501469723697,Umbrella,Engineering
0.53,0.48012198706643144,Umbrella,Engineering
0.54,0.48578042328042326,Umbrella,Engineering
0.55,0.5027356902356902,Umbrella,Engineering
0.56,0.5064183501683501,Umbrella,Engineering
0.5700000000000001,0.5084175084175084,Umbrella,Engineering
0.58,0.5126964085297419,Umbrella,Engineering
0.59,0.5127498530276309,Umbrella,Engineering
0.6,0.5171222810111699,Umbrella,Engineering
0.61,0.5214212228101117,Umbrella,Engineering
0.62,0.5185535914702581,Umbrella,Engineering
0.63,0.5212892817059483,Umbrella,Engineering
0.64,0.5208333333333334,Umbrella,Engineering
0.65,0.5072751322751323,Umbrella,Engineering
0.66,0.5151748971193416,Umbrella,Engineering
0.67,0.5158362727807172,Umbrella,Engineering
0.68,0.5261978248089358,Umbrella,Engineering
0.6900000000000001,0.5347572951739618,Umbrella,Engineering
0.7000000000000001,0.5374579124579124,Umbrella,Engineering
0.71,0.5379138608305275,Umbrella,Engineering
0.72,0.542364785420341,Umbrella,Engineering
0.73,0.546957671957672,Umbrella,Engineering
0.74,0.5472148736037624,Umbrella,Engineering
0.75,0.5527998236331569,Umbrella,Engineering
0.76,0.551440329218107,Umbrella,Engineering
0.77,0.5551881246325691,Umbrella,Engineering
0.78,0.5458553791887125,Umbrella,Engineering
0.79,0.5426311728395061,Umbrella,Engineering
0.8,0.5412808641975307,Umbrella,Engineering
0.81,0.5439429012345678,Umbrella,Engineering
0.8200000000000001,0.5532774838330393,Umbrella,Engineering
0.8300000000000001,0.557172251616696,Umbrella,Engineering
0.84,0.5618441358024692,Umbrella,Engineering
0.85,0.5643904320987654,Umbrella,Engineering
0.86,0.5666666666666667,Umbrella,Engineering
0.87,0.5802469135802468,Umbrella,Engineering
0.88,0.5837577160493828,Umbrella,Engineering
0.89,0.5958333333333333,Umbrella,Engineering
0.9,0.6063190383365821,Umbrella,Engineering
0.91,0.6123366013071896,Umbrella,Engineering
0.92,0.6181657848324515,Umbrella,Engineering
0.93,0.6212013295346629,Umbrella,Engineering
0.9400000000000001,0.6271367521367521,Umbrella,Engineering
0.9500000000000001,0.6343995510662178,Umbrella,Engineering
0.96,0.6427469135802469,Umbrella,Engineering
0.97,0.6320546737213404,Umbrella,Engineering
0.98,0.653858024691358,Umbrella,Engineering
0.99,0.6381172839506173,Umbrella,Engineering
1.0,0.6346450617283951,Umbrella,Engineering
0.0,0.29256112104949317,Umbrella,Humanities
0.01,0.2922722868217054,Umbrella,Humanities
0.02,0.29608096468561584,Umbrella,Humanities
0.03,0.2975729051310447,Umbrella,Humanities
0.04,0.3016795865633075,Umbrella,Humanities
0.05,0.3019573643410853,Umbrella,Humanities
0.06,0.30730098389982113,Umbrella,Humanities
0.07,0.30862403100775193,Umbrella,Humanities
0.08,0.30836314847942753,Umbrella,Humanities
0.09,0.3112015503875969,Umbrella,Humanities
0.1,0.31106514609421587,Umbrella,Humanities
0.11,0.31419573643410853,Umbrella,Humanities
0.12,0.313152206320811,Umbrella,Humanities
0.13,0.3149597495527728,Umbrella,Humanities
0.14,0.31608527131782943,Umbrella,Humanities
0.15,0.321724060822898,Umbrella,Humanities
0.16,0.3198062015503876,Umbrella,Humanities
0.17,0.3220408467501491,Umbrella,Humanities
0.18,0.32599135360763265,Umbrella,Humanities
0.19,0.3247614788312463,Umbrella,Humanities
0.2,0.32738893858079904,Umbrella,Humanities
0.21,0.32753875968992247,Umbrella,Humanities
0.22,0.33044499105545616,Umbrella,Humanities
0.23,0.33277131782945735,Umbrella,Humanities
0.24,0.3321593619558736,Umbrella,Humanities
0.25,0.3331283542039356,Umbrella,Humanities
0.26,0.3359235241502683,Umbrella,Humanities
0.27,0.3381782945736434,Umbrella,Humanities
0.28,0.3408527131782946,Umbrella,Humanities
0.29,0.3457252534287418,Umbrella,Humanities
0.3,0.34854651162790695,Umbrella,Humanities
0.31,0.3538871496720334,Umbrella,Humanities
0.32,0.35612328562909956,Umbrella,Humanities
0.33,0.3575767740011926,Umbrella,Humanities
0.34,0.35843395945140133,Umbrella,Humanities
0.35000000000000003,0.35903100775193797,Umbrella,Humanities
0.36,0.3604092128801431,Umbrella,Humanities
0.37,0.3783720930232558,Umbrella,Humanities
0.38,0.3820251937984496,Umbrella,Humanities
0.39,0.3844186046511628,Umbrella,Humanities
0.4,0.3849418604651163,Umbrella,Humanities
0.41000000000000003,0.3846317829457364,Umbrella,Humanities
0.42,0.38702814290529153,Umbrella,Humanities
0.43,0.3939760981912145,Umbrella,Humanities
0.44,0.39852965958881026,Umbrella,Humanities
0.45,0.39900274547803616,Umbrella,Humanities
0.46,0.4109159083249073,Umbrella,Humanities
0.47000000000000003,0.39555948769801147,Umbrella,Humanities
0.48,0.3929684866868891,Umbrella,Humanities
0.49,0.39115689248399055,Umbrella,Humanities
0.5,0.39151324289405687,Umbrella,Humanities
0.51,0.39558055274688236,Umbrella,Humanities
0.52,0.3941279069767442,Umbrella,Humanities
0.53,0.3878997093023256,Umbrella,Humanities
0.54,0.38844476744186046,Umbrella,Humanities
0.55,0.387374838501292,Umbrella,Humanities
0.56,0.38152051033591733,Umbrella,Humanities
0.5700000000000001,0.3877325581395349,Umbrella,Humanities
0.58,0.39421834625323,Umbrella,Humanities
0.59,0.395671834625323,Umbrella,Humanities
0.6,0.40010953825412876,Umbrella,Humanities
0.61,0.39836113919784294,Umbrella,Humanities
0.62,0.40133131108864173,Umbrella,Humanities
0.63,0.40358527131782945,Umbrella,Humanities
0.64,0.4055864509605662,Umbrella,Humanities
0.65,0.4144644115574348,Umbrella,Humanities
0.66,0.42212825933756165,Umbrella,Humanities
0.67,0.4180320648343904,Umbrella,Humanities
0.68,0.41913528977482467,Umbrella,Humanities
0.6900000000000001,0.4268410852713178,Umbrella,Humanities
0.7000000000000001,0.4362667371388302,Umbrella,Humanities
0.71,0.43912200876306035,Umbrella,Humanities
0.72,0.4441508104298802,Umbrella,Humanities
0.73,0.44306117290192115,Umbrella,Humanities
0.74,0.4468107516009437,Umbrella,Humanities
0.75,0.44702140208965285,Umbrella,Humanities
0.76,0.4583535206718346,Umbrella,Humanities
0.77,0.4666389811738649,Umbrella,Humanities
0.78,0.4635012919896641,Umbrella,Humanities
0.79,0.46656976744186046,Umbrella,Humanities
0.8,0.45704941860465115,Umbrella,Humanities
0.81,0.46446220930232557,Umbrella,Humanities
0.8200000000000001,0.4670797633618931,Umbrella,Humanities
0.8300000000000001,0.47986649440137813,Umbrella,Humanities
0.84,0.4837551299589603,Umbrella,Humanities
0.85,0.4861206110351117,Umbrella,Humanities
0.86,0.46608527131782945,Umbrella,Humanities
0.87,0.48204514363885087,Umbrella,Humanities
0.88,0.49316005471956226,Umbrella,Humanities
0.89,0.4931262112403101,Umbrella,Humanities
0.9,0.5024547803617571,Umbrella,Humanities
0.91,0.5095284237726099,Umbrella,Humanities
0.92,0.5078326873385013,Umbrella,Humanities
0.93,0.501937984496124,Umbrella,Humanities
0.9400000000000001,0.5146425495262704,Umbrella,Humanities
0.9500000000000001,0.5325218023255814,Umbrella,Humanities
0.96,0.5373667635658915,Umbrella,Humanities
0.97,0.5159076227390181,Umbrella,Humanities
0.98,0.49631782945736436,Umbrella,Humanities
0.99,0.49631782945736436,Umbrella,Humanities
1.0,0.5027454780361758,Umbrella,Humanities
0.0,0.4111459968602826,Umbrella,Mathematics and Computing
0.01,0.4101587301587301,Umbrella,Mathematics and Computing
0.02,0.4069538926681784,Umbrella,Mathematics and Computing
0.03,0.4080272108843538,Umbrella,Mathematics and Computing
0.04,0.4098948670377241,Umbrella,Mathematics and Computing
0.05,0.4151077097505668,Umbrella,Mathematics and Computing
0.06,0.41476757369614514,Umbrella,Mathematics and Computing
0.07,0.41736054421768704,Umbrella,Mathematics and Computing
0.08,0.417063492063492,Umbrella,Mathematics and Computing
0.09,0.42046258503401357,Umbrella,Mathematics and Computing
0.1,0.4203231292517007,Umbrella,Mathematics and Computing
0.11,0.4239455782312925,Umbrella,Mathematics and Computing
0.12,0.42831632653061225,Umbrella,Mathematics and Computing
0.13,0.4280895691609977,Umbrella,Mathematics and Computing
0.14,0.4309659863945578,Umbrella,Mathematics and Computing
0.15,0.43021541950113373,Umbrella,Mathematics and Computing
0.16,0.4359183673469388,Umbrella,Mathematics and Computing
0.17,0.4387755102040816,Umbrella,Mathematics and Computing
0.18,0.4411156462585034,Umbrella,Mathematics and Computing
0.19,0.4461734693877551,Umbrella,Mathematics and Computing
0.2,0.4484977324263038,Umbrella,Mathematics and Computing
0.21,0.4523809523809524,Umbrella,Mathematics and Computing
0.22,0.4557823129251701,Umbrella,Mathematics and Computing
0.23,0.45986394557823135,Umbrella,Mathematics and Computing
0.24,0.4623866213151927,Umbrella,Mathematics and Computing
0.25,0.4664217687074829,Umbrella,Mathematics and Computing
0.26,0.46816893424036277,Umbrella,Mathematics and Computing
0.27,0.47186394557823136,Umbrella,Mathematics and Computing
0.28,0.47463151927437636,Umbrella,Mathematics and Computing
0.29,0.47304421768707483,Umbrella,Mathematics and Computing
0.3,0.47769274376417237,Umbrella,Mathematics and Computing
0.31,0.4785714285714286,Umbrella,Mathematics and Computing
0.32,0.48106122448979594,Umbrella,Mathematics and Computing
0.33,0.4828231292517007,Umbrella,Mathematics and Computing
0.34,0.48416326530612247,Umbrella,Mathematics and Computing
0.35000000000000003,0.4829365079365079,Umbrella,Mathematics and Computing
0.36,0.48089795918367345,Umbrella,Mathematics and Computing
0.37,0.48404195011337875,Umbrella,Mathematics and Computing
0.38,0.487046485260771,Umbrella,Mathematics and Computing
0.39,0.49219047619047623,Umbrella,Mathematics and Computing
0.4,0.49160997732426304,Umbrella,Mathematics and Computing
0.41000000000000003,0.49319727891156456,Umbrella,Mathematics and Computing
0.42,0.4939342403628118,Umbrella,Mathematics and Computing
0.43,0.49937414965986393,Umbrella,Mathematics and Computing
0.44,0.5011054421768707,Umbrella,Mathematics and Computing
0.45,0.5025793650793651,Umbrella,Mathematics and Computing
0.46,0.5066326530612245,Umbrella,Mathematics and Computing
0.47000000000000003,0.5045351473922902,Umbrella,Mathematics and Computing
0.48,0.5037278911564625,Umbrella,Mathematics and Computing
0.49,0.5018041999408459,Umbrella,Mathematics and Computing
0.5,0.5056972789115646,Umbrella,Mathematics and Computing
0.51,0.5082224194025435,Umbrella,Mathematics and Computing
0.52,0.5098195800059153,Umbrella,Mathematics and Computing
0.53,0.5178107606679035,Umbrella,Mathematics and Computing
0.54,0.5192949907235621,Umbrella,Mathematics and Computing
0.55,0.5255442176870749,Umbrella,Mathematics and Computing
0.56,0.53078231292517,Umbrella,Mathematics and Computing
0.5700000000000001,0.536530612244898,Umbrella,Mathematics and Computing
0.58,0.5421768707482992,Umbrella,Mathematics and Computing
0.59,0.5473275024295432,Umbrella,Mathematics and Computing
